id,x,y,color,color_weight,cluster,PCA_100_cluster_2_without_concat,PCA_100_cluster_20_without_concat,PCA_500_cluster_2_without_concat,PCA_500_cluster_20_without_concat,PCA_100_cluster_2_with_concat,PCA_100_cluster_20_with_concat,PCA_500_cluster_2_with_concat,PCA_500_cluster_20_with_concat,PCA_500_cluster_10_without_concat,PCA_500_cluster_10_with_concat,object.1
IMG3303_4,-119.8806781,44.78271965,"[[173.57026221 179.1080066  189.39080347]
 [ 60.68436201  53.93883187  47.32450504]
 [123.56524906 119.77461288 119.26530289]]","[0.5936458333333333, 0.26324583333333335, 0.14310833333333334]",IMG3303,0,3,0,0,0,0,0,0,2,7,patio
IMG3303_5,-119.8806781,44.78271965,"[[161.1369013  169.8258615  181.06883847]
 [ 81.26698362  67.83264659  57.358866  ]
 [125.39344389 122.30741428 118.22279562]]","[0.6658708333333333, 0.2154625, 0.11866666666666667]",IMG3303,0,3,0,8,0,0,0,0,2,7,patio
IMG3304_1,23.31932192,-74.71728035,"[[133.01141209 137.00901588 136.55571173]
 [192.0088766  192.23239232 190.13736903]
 [125.20342789 122.22945357 115.02837862]]","[0.621975, 0.3494291666666667, 0.028595833333333334]",IMG3304,1,0,1,6,1,8,1,8,6,2,Unknow
IMG3304_2,23.31932192,-74.71728035,"[[132.77794623 136.0683404  139.93853657]
 [120.76706431 121.93022313 124.12802978]
 [162.60091248 162.89597677 163.74417254]]","[0.4562, 0.4935375, 0.0502625]",IMG3304,1,15,1,12,1,8,1,8,6,2,Unknow
IMG3304_3,23.31932192,-74.71728035,"[[107.71032677 106.27015256  98.18928773]
 [ 78.99153453  58.94966517  36.72041822]
 [206.18598462 207.38083974 207.56682436]]","[0.4582833333333333, 0.5276125, 0.014104166666666666]",IMG3304,1,0,1,6,1,8,1,8,1,2,Unknow
IMG3304_4,23.31932192,-74.71728035,"[[201.11549645 214.47718373 224.46904199]
 [ 85.94410261  79.65527013  67.31888726]
 [121.95856944 118.24690278 110.81980556]]","[0.10755833333333334, 0.30062083333333334, 0.5918208333333334]",IMG3304,1,0,1,6,1,8,1,8,1,2,Unknow
IMG3304_5,23.31932192,-74.71728035,"[[109.81187045 106.39850543 101.55069993]
 [125.42377442 133.9673871  141.52133811]
 [ 79.56569921  75.1858153   64.26456992]]","[0.2419125, 0.5605416666666667, 0.19754583333333334]",IMG3304,1,0,1,6,1,8,1,8,1,2,Unknow
IMG3305_1,-67.98067808,66.58271965,"[[105.37215058 103.16178195 103.35912466]
 [138.11969878 138.52621425 137.71952449]
 [127.31833952 121.63982753 118.3518901 ]]","[0.7602, 0.2076625, 0.0321375]",IMG3305,0,12,0,13,0,17,0,17,6,8,Unknow
IMG3305_2,-67.98067808,66.58271965,"[[123.89182788 123.90651135 118.32602614]
 [166.69014216 172.52453973 170.33073876]
 [ 96.42034353  93.0457286   81.56789768]]","[0.5633708333333334, 0.34715416666666665, 0.089475]",IMG3305,0,10,0,16,0,17,0,17,0,8,Unknow
IMG3305_3,-67.98067808,66.58271965,"[[137.56588545 135.90098105 133.55994555]
 [ 99.21916     93.0301673   85.01337055]
 [226.27398444 228.97931432 234.65064823]]","[0.6061916666666667, 0.24957916666666666, 0.14422916666666666]",IMG3305,0,3,0,16,0,17,0,17,0,8,Unknow
IMG3305_4,-67.98067808,66.58271965,"[[ 68.87118461  66.84105698  48.13919648]
 [218.30407539 221.08564638 228.87236978]
 [143.3774171  141.29657013 137.68238691]]","[0.28537083333333335, 0.2504625, 0.46416666666666667]",IMG3305,0,6,0,15,0,17,0,17,2,8,Unknow
IMG3305_5,-67.98067808,66.58271965,"[[132.00443358 130.24561052 129.23700794]
 [227.83828594 230.70339404 238.56720631]
 [ 72.31951609  59.66735102  43.19242908]]","[0.24575833333333333, 0.5195375, 0.23470416666666666]",IMG3305,0,6,0,15,0,17,0,17,2,8,Unknow
IMG3306_1,-149.7806781,30.88271965,"[[ 62.85707293  62.03879099  35.74455458]
 [189.65182388 197.42313928 210.32627119]
 [117.40954808 114.67232692 103.35714423]]","[0.2261625, 0.4333875, 0.34045]",IMG3306,0,11,0,11,0,17,0,17,2,8,patio
IMG3306_2,-149.7806781,30.88271965,"[[186.24409999 190.82707802 199.56110343]
 [ 83.41540564  79.88034755  61.41677243]
 [134.34340937 132.80952381 127.75077785]]","[0.2136625, 0.20219166666666666, 0.5841458333333334]",IMG3306,0,11,0,11,0,17,0,17,2,8,patio
IMG3306_3,-149.7806781,30.88271965,"[[130.43056539 127.40729352 124.42861113]
 [ 67.08785433  71.73579301  40.54351687]
 [192.09662481 187.48458478 179.75982098]]","[0.4009041666666667, 0.4649333333333333, 0.1341625]",IMG3306,0,10,0,16,0,17,0,17,0,8,patio
IMG3306_4,-149.7806781,30.88271965,"[[ 48.73446484  46.96586584  33.94726009]
 [217.56996065 219.00338178 220.12987351]
 [124.90687278 122.75751224 120.99066599]]","[0.25464166666666666, 0.12812083333333332, 0.6172375]",IMG3306,0,6,0,15,0,17,0,17,2,8,patio
IMG3306_5,-149.7806781,30.88271965,"[[194.46060487 197.90806574 205.37862074]
 [ 59.69364688  59.8913901   44.78164233]
 [126.90992722 122.21399951 121.39238695]]","[0.2198625, 0.10185, 0.6782875]",IMG3306,0,11,0,11,0,17,0,17,2,8,patio
IMG3307_1,44.81932192,13.18271965,"[[129.69178457 113.331806    74.71663987]
 [195.36409319 183.65440841 140.59239379]
 [ 79.8397993   64.21030822  43.03422632]]","[0.7773791666666666, 0.03650833333333333, 0.1861125]",IMG3307,1,18,1,18,1,1,1,1,5,2,Unknow
IMG3307_2,44.81932192,13.18271965,"[[108.54580877 105.23411399  84.96948357]
 [228.26705032 226.13958614 211.37571936]
 [113.26983221 130.15698504 136.13102617]]","[0.320725, 0.61125, 0.068025]",IMG3307,1,0,1,6,1,1,1,1,1,2,Unknow
IMG3307_3,44.81932192,13.18271965,"[[115.51530389 113.62520424 101.48110602]
 [ 86.88517013  74.12587688  53.89821674]
 [117.39835057 132.536847   140.80746892]]","[0.36175, 0.12750416666666667, 0.5107458333333333]",IMG3307,1,0,1,6,1,1,1,1,0,2,Unknow
IMG3307_4,44.81932192,13.18271965,"[[130.81325434 126.04882985 107.76440609]
 [ 56.90708745  46.30245063  32.19675599]
 [123.54118314 117.69306889  85.58122416]]","[0.45295416666666666, 0.49977916666666666, 0.047266666666666665]",IMG3307,1,0,1,6,1,1,1,1,4,2,Unknow
IMG3307_5,44.81932192,13.18271965,"[[117.63836042 100.23183196  63.22318015]
 [130.06704766 117.63025791  90.77359267]
 [127.75545406 114.30217986  78.01725761]]","[0.252975, 0.4734791666666667, 0.2735458333333333]",IMG3307,1,15,1,12,1,1,1,1,6,2,Unknow
IMG3308_1,27.71932192,-69.61728035,"[[119.56141956 116.21344395  82.92137134]
 [100.69618657  69.67829102  32.77137259]
 [183.39590628 160.96687315 104.97549152]]","[0.587425, 0.304075, 0.1085]",IMG3308,1,18,1,18,1,2,1,2,5,9,Unknow
IMG3308_2,27.71932192,-69.61728035,"[[111.15447062 111.48915008  87.41513721]
 [ 66.46620047  55.88129481  32.32071074]
 [ 97.73612195  98.25198851  73.78498364]]","[0.40315416666666665, 0.5020375, 0.09480833333333333]",IMG3308,1,18,1,4,1,2,1,2,5,9,Unknow
IMG3308_3,27.71932192,-69.61728035,"[[113.91396041 117.70034085 103.44373203]
 [ 82.43049645  61.25508274  30.77820331]
 [143.29476648 146.72266997 138.27702005]]","[0.7506333333333334, 0.16130833333333333, 0.08805833333333334]",IMG3308,1,1,1,14,1,2,1,2,8,9,Unknow
IMG3308_4,27.71932192,-69.61728035,"[[125.20955422 118.25610343 103.18509322]
 [ 84.84234178  72.9212787   57.93843692]
 [190.78980179 186.29451726 153.59690697]]","[0.36715416666666667, 0.528425, 0.10442083333333334]",IMG3308,1,13,1,9,1,2,1,2,8,9,Unknow
IMG3308_5,27.71932192,-69.61728035,"[[119.41051271 106.15426666  82.88113751]
 [ 95.04044699  70.82071545  41.51267725]
 [145.96923175 150.25264315 138.45983805]]","[0.3907083333333333, 0.42242083333333336, 0.18687083333333335]",IMG3308,1,1,1,4,1,2,1,2,8,9,Unknow
IMG3309_1,9.719321919,36.98271965,"[[138.90458579 131.53617708  95.38291266]
 [ 61.98384182  45.33003575  17.73377917]
 [ 99.00757708  89.72308229  55.05704069]]","[0.3821833333333333, 0.3158875, 0.3019291666666667]",IMG3309,1,17,1,1,1,2,1,2,9,2,Unknow
IMG3309_2,9.719321919,36.98271965,"[[ 81.55064946  70.23049484  37.93054884]
 [120.28666128 121.04252715  86.54170036]
 [163.26930803 164.21148438 132.86083382]]","[0.29320416666666665, 0.5721416666666667, 0.13465416666666666]",IMG3309,1,1,1,10,1,2,1,2,1,2,Unknow
IMG3309_3,9.719321919,36.98271965,"[[116.02325943 108.94793651  72.67369141]
 [ 83.37060189  66.24434529  29.5592733 ]
 [167.52282466 160.35988116 119.32954351]]","[0.39086666666666664, 0.536025, 0.07310833333333333]",IMG3309,1,17,1,1,1,2,1,2,9,2,Unknow
IMG3309_4,9.719321919,36.98271965,"[[ 86.93390786  76.24673466  43.35172035]
 [164.93852363 161.93053746 129.05003096]
 [118.51078096 112.86739571  78.32631232]]","[0.38734583333333333, 0.4176666666666667, 0.1949875]",IMG3309,1,1,1,10,1,2,1,2,1,2,Unknow
IMG3309_5,9.719321919,36.98271965,"[[ 75.38836975  59.73564146  28.81689636]
 [154.46265227 152.18682501 120.95847447]
 [110.22880862 102.2785355   65.99124034]]","[0.5008166666666667, 0.1867875, 0.3123958333333333]",IMG3309,1,2,1,10,1,2,1,2,1,2,Unknow
IMG3310_1,41.11932192,-52.71728035,"[[114.00034646  98.98925967  79.42019559]
 [134.52297945 129.65668981 113.42733911]
 [ 80.01021434  62.60509087  41.93482926]]","[0.5824708333333334, 0.15297916666666667, 0.26455]",IMG3310,1,18,1,18,1,8,1,8,5,2,Unknow
IMG3310_2,41.11932192,-52.71728035,"[[116.09884777 127.20992235 114.43931993]
 [105.44394972  90.08853649  57.37661404]
 [142.2928292  128.9073794   95.08662321]]","[0.7984541666666667, 0.12165416666666666, 0.07989166666666667]",IMG3310,1,15,1,12,1,8,1,8,6,2,Unknow
IMG3310_3,41.11932192,-52.71728035,"[[133.02182218 135.01098304 120.07261631]
 [ 91.15752465  74.83814624  48.93528852]
 [128.15144384 108.68000254  77.26226519]]","[0.6367666666666667, 0.19622083333333334, 0.1670125]",IMG3310,1,18,1,18,1,8,1,8,5,2,Unknow
IMG3310_4,41.11932192,-52.71728035,"[[125.15222087 117.33931378  99.02222259]
 [ 74.3111577   60.87686643  48.95009204]
 [163.83967117 162.3864718  163.29998558]]","[0.7502041666666667, 0.1630625, 0.08673333333333333]",IMG3310,1,13,1,14,1,8,1,8,8,2,Unknow
IMG3310_5,41.11932192,-52.71728035,"[[127.17131005 115.5686843   95.87077107]
 [161.82436238 164.24229624 168.40238555]
 [ 93.39093102  80.23378726  59.43222868]]","[0.5299625, 0.26277083333333334, 0.20726666666666665]",IMG3310,1,1,1,14,1,8,1,8,1,2,Unknow
IMG3311_1,49.01932192,1.782719649,"[[ 81.09019345  59.97468107  50.17365938]
 [145.48927119 134.81808348 112.30714665]
 [111.49770443 105.49027158  95.53949683]]","[0.14974583333333333, 0.4500958333333333, 0.40015833333333334]",IMG3311,1,13,1,14,1,14,1,14,8,4,medicine_chest
IMG3311_2,49.01932192,1.782719649,"[[140.63634112 138.18228357 131.02175678]
 [ 66.99803285  51.56757156  43.76763057]
 [100.83542745  97.61103137  87.91185654]]","[0.302325, 0.6129125, 0.0847625]",IMG3311,1,13,1,9,1,14,1,14,8,4,medicine_chest
IMG3311_3,49.01932192,1.782719649,"[[143.73434352 128.34232384 104.395602  ]
 [101.10401834  96.81700893  88.063573  ]
 [ 71.0556861   53.14479624  41.67280935]]","[0.44435833333333336, 0.13475, 0.42089166666666666]",IMG3311,1,1,1,14,1,14,1,14,8,4,medicine_chest
IMG3311_4,49.01932192,1.782719649,"[[ 69.00963572  56.97871011  44.98104095]
 [ 96.91007117  98.87614815  92.72430501]
 [151.73258692 140.95197837 123.289158  ]]","[0.7170625, 0.17334583333333334, 0.10959166666666667]",IMG3311,1,1,1,14,1,14,1,14,5,4,medicine_chest
IMG3311_5,49.01932192,1.782719649,"[[156.20761625 157.0849543  150.08986078]
 [ 65.96162069  55.09650373  47.21518404]
 [114.02889425 109.22427879  98.03746525]]","[0.19875416666666668, 0.6339958333333333, 0.16725]",IMG3311,1,1,1,14,1,14,1,14,5,4,medicine_chest
IMG3312_1,53.71932192,-12.11728035,"[[ 69.25182307  55.75145687  43.00315257]
 [104.79517056  93.27582628  81.69368753]
 [135.04060289 148.37632011 145.46395981]]","[0.70655, 0.13072083333333334, 0.16272916666666667]",IMG3312,1,8,1,13,1,14,1,14,3,4,home_theater
IMG3312_2,53.71932192,-12.11728035,"[[114.79048149  99.65075432  85.32489016]
 [147.8015358  155.05955729 155.06218905]
 [ 59.74115332  46.25093486  41.04180279]]","[0.7787125, 0.105875, 0.1154125]",IMG3312,1,13,1,9,1,14,1,14,8,4,home_theater
IMG3312_3,53.71932192,-12.11728035,"[[ 59.20337437  46.24897401  44.75770012]
 [100.40757457  94.79990555  92.41082613]
 [137.93829866 129.48273516 102.7159547 ]]","[0.5382375, 0.10054166666666667, 0.3612208333333333]",IMG3312,1,13,1,9,1,14,1,14,8,4,home_theater
IMG3312_4,53.71932192,-12.11728035,"[[ 73.20268594  56.56267192  51.34820128]
 [107.25497771  96.26048431  90.70109825]
 [154.82181672 154.86408474 149.45267438]]","[0.16597916666666668, 0.6795583333333334, 0.1544625]",IMG3312,1,13,1,9,1,14,1,14,8,4,home_theater
IMG3312_5,53.71932192,-12.11728035,"[[142.87850019 142.64903863 125.84796244]
 [109.46296875 101.24956705  90.80558066]
 [ 79.12264315  62.50601362  47.03085044]]","[0.49351666666666666, 0.24282083333333335, 0.2636625]",IMG3312,1,8,1,9,1,14,1,14,3,4,home_theater
IMG3313_1,29.01932192,-71.11728035,"[[108.56290258 103.51451976  91.0453343 ]
 [ 88.70384124  87.04603919  73.91955752]
 [130.54296373 128.07816654 122.33153246]]","[0.47913333333333336, 0.4236916666666667, 0.097175]",IMG3313,1,12,1,13,1,1,1,1,6,2,Unknow
IMG3313_2,29.01932192,-71.11728035,"[[ 98.76247071  93.14573087  82.06816807]
 [137.49436456 134.75511449 131.2826585 ]
 [210.73742625 220.02780872 227.63299913]]","[0.5365333333333333, 0.36235833333333334, 0.10110833333333333]",IMG3313,1,0,1,6,1,1,1,1,1,2,Unknow
IMG3313_3,29.01932192,-71.11728035,"[[ 97.14578262  92.55121287  86.84733169]
 [137.59686209 148.7871233  160.17174604]
 [201.42169821 214.48101935 225.94808079]]","[0.48930833333333335, 0.3924375, 0.11825416666666666]",IMG3313,1,0,1,6,1,1,1,1,1,2,Unknow
IMG3313_4,29.01932192,-71.11728035,"[[101.6597293  100.37035199  92.05855959]
 [139.77716601 143.36778715 148.8780091 ]
 [157.8895933  182.5743892  201.4972009 ]]","[0.11239583333333333, 0.267225, 0.6203791666666667]",IMG3313,1,0,1,6,1,1,1,1,1,2,Unknow
IMG3313_5,29.01932192,-71.11728035,"[[ 90.94658511  88.91561977  78.40625371]
 [ 96.15429504  93.04763098  86.07718927]
 [100.59202541  97.0945452   94.11465025]]","[0.44900833333333334, 0.23497916666666666, 0.3160125]",IMG3313,0,15,0,12,1,1,1,1,6,2,Unknow
IMG3314_1,-150.0806781,16.78271965,"[[197.43027327 200.0313849  210.48624363]
 [ 70.37419231  72.7158603   42.12526992]
 [119.66149144 120.97556141  91.67609406]]","[0.274525, 0.5008416666666666, 0.22463333333333332]",IMG3314,0,6,0,15,0,16,0,16,2,7,Unknow
IMG3314_2,-150.0806781,16.78271965,"[[125.60913545 122.91570978 114.44578359]
 [206.78105799 207.44934812 203.99820171]
 [ 67.00579533  66.43068903  35.68795504]]","[0.05554166666666667, 0.6582208333333334, 0.2862375]",IMG3314,0,3,0,8,0,16,0,16,2,7,Unknow
IMG3314_3,-150.0806781,16.78271965,"[[240.95845116 244.78420709 248.04568197]
 [ 91.18549043  88.8871099   83.14380955]
 [136.25493654 136.50633033 138.97183027]]","[0.019154166666666667, 0.821825, 0.15902083333333333]",IMG3314,0,10,0,16,0,16,0,16,0,7,Unknow
IMG3314_4,-150.0806781,16.78271965,"[[128.68532486 127.2021657  124.15657265]
 [ 50.95555205  50.79168309  44.63779652]
 [203.22038382 208.39166454 216.90620286]]","[0.6619083333333333, 0.15853333333333333, 0.17955833333333332]",IMG3314,0,11,0,0,0,16,0,16,2,7,Unknow
IMG3314_5,-150.0806781,16.78271965,"[[127.17777824 126.82088962 117.81295922]
 [193.89215004 194.4985802  196.68585286]
 [ 67.85100278  70.8258632   51.79896135]]","[0.5325666666666666, 0.20012916666666666, 0.2673041666666667]",IMG3314,0,11,0,11,0,16,0,16,2,7,Unknow
IMG3315_1,68.11932192,-63.81728035,"[[102.88826686 109.24936966 109.78246775]
 [117.66284351  78.94524809  53.86898855]
 [166.94688852 165.78805832 166.74293038]]","[0.6827458333333334, 0.09914583333333334, 0.21810833333333332]",IMG3315,1,8,1,9,1,11,1,11,3,2,Unknow
IMG3315_2,68.11932192,-63.81728035,"[[ 82.86068389  59.07793175  45.05273844]
 [ 91.6205845   98.29796503  98.37971823]
 [152.11054657 132.21282305 112.27612449]]","[0.5647916666666667, 0.18922916666666667, 0.24597916666666667]",IMG3315,1,8,1,14,1,11,1,11,3,2,Unknow
IMG3315_3,68.11932192,-63.81728035,"[[ 94.97113799  66.12895626  43.02140108]
 [158.11376838 131.0006807  105.54637865]
 [103.22556079 115.96185415 117.62414155]]","[0.8021333333333334, 0.09175833333333333, 0.10610833333333333]",IMG3315,1,1,1,14,1,11,1,11,5,2,Unknow
IMG3315_4,68.11932192,-63.81728035,"[[114.59958997 125.74174054 129.04381316]
 [ 65.34417154  51.13425808  39.72270298]
 [154.30686833 117.62683891  86.16449062]]","[0.7784458333333333, 0.090725, 0.13082916666666666]",IMG3315,1,18,1,4,1,11,1,11,5,2,Unknow
IMG3315_5,68.11932192,-63.81728035,"[[ 54.13059017  42.93496356  32.15748883]
 [126.42406511 129.86572079 131.46546756]
 [107.90247632  83.51461923  60.68132319]]","[0.7997625, 0.1119, 0.0883375]",IMG3315,1,18,1,4,1,11,1,11,5,2,Unknow
IMG3316_1,2.519321919,39.88271965,"[[159.35146069 185.42206638 190.63799885]
 [102.18849905 101.82234678  72.3210511 ]
 [127.50328924 147.98134594 139.99079813]]","[0.4166958333333333, 0.2869, 0.2964041666666667]",IMG3316,1,19,1,13,1,10,1,10,3,0,barn
IMG3316_2,2.519321919,39.88271965,"[[122.09107755 137.46252201 104.10219587]
 [ 78.05878779  84.74292369  54.02167198]
 [135.94044245  82.85509274  85.17774646]]","[0.08979583333333334, 0.08235833333333334, 0.8278458333333333]",IMG3316,1,4,1,7,1,10,1,10,4,0,barn
IMG3316_3,2.519321919,39.88271965,"[[148.30690502 161.75876882 162.13894458]
 [143.41090928  89.34895215  88.13287312]
 [ 62.62867647  56.79349452  42.2199651 ]]","[0.6566291666666667, 0.06694166666666666, 0.27642916666666667]",IMG3316,1,19,1,19,1,10,1,10,5,0,barn
IMG3316_4,2.519321919,39.88271965,"[[ 55.16263847  56.74806982  41.75650386]
 [145.26247558 157.81523989 155.37322281]
 [129.90300794  87.18258628  85.40571393]]","[0.42865, 0.47199583333333334, 0.09935416666666666]",IMG3316,1,13,1,19,1,10,1,10,8,0,barn
IMG3316_5,2.519321919,39.88271965,"[[ 87.96716715  79.52010442  64.13786483]
 [136.10503051  98.15761134 105.73448071]
 [155.87470374 164.58985095 164.38684363]]","[0.158225, 0.5400041666666666, 0.3017708333333333]",IMG3316,1,19,1,19,1,10,1,10,5,0,barn
IMG3317_1,-2.080678081,-68.11728035,"[[174.43926039 145.8029268   85.07870908]
 [ 94.66177961  72.70707216  40.4931508 ]
 [199.752574   205.29669976 166.04366612]]","[0.493475, 0.4160583333333333, 0.09046666666666667]",IMG3317,1,8,1,13,1,14,1,14,3,4,home_theater
IMG3317_2,-2.080678081,-68.11728035,"[[122.95351646 104.51388261  69.89757516]
 [ 82.23426238  66.60400705  44.81591302]
 [129.00858988 131.32613685 111.94446084]]","[0.5060458333333333, 0.23878333333333332, 0.25517083333333335]",IMG3317,1,13,1,9,1,14,1,14,8,4,home_theater
IMG3317_3,-2.080678081,-68.11728035,"[[135.30913655 115.64578212  74.43621324]
 [ 98.88154345  83.60489435  54.16309957]
 [181.30796221 169.34473684 118.94338731]]","[0.47849166666666665, 0.06175, 0.4597583333333333]",IMG3317,1,13,1,9,1,14,1,14,8,4,home_theater
IMG3317_4,-2.080678081,-68.11728035,"[[124.09512817 100.19601673  54.30540976]
 [ 89.26358384  72.95646954  41.93526707]
 [135.39340319 124.42600456  91.54729841]]","[0.3887125, 0.22853333333333334, 0.3827541666666667]",IMG3317,1,1,1,14,1,14,1,14,8,4,home_theater
IMG3317_5,-2.080678081,-68.11728035,"[[ 68.71721733  62.37210025  44.03162007]
 [122.27987446 117.2228911   89.3399964 ]
 [ 94.66508332  79.72301957  49.32076095]]","[0.16197083333333334, 0.5299541666666666, 0.308075]",IMG3317,1,1,1,14,1,14,1,14,5,4,home_theater
IMG3318_1,21.31932192,-52.91728035,"[[129.51320166 135.23951459 131.47006658]
 [ 60.81069867  59.30475879  53.64255707]
 [221.51615451 221.51252074 223.86483924]]","[0.7046708333333334, 0.24260833333333334, 0.052720833333333335]",IMG3318,0,10,0,16,0,16,0,16,0,3,Unknow
IMG3318_2,21.31932192,-52.91728035,"[[138.55048536 138.08330308 139.66097155]
 [ 66.23371707  66.52568076  40.71611689]
 [217.51581145 220.80690587 226.22815564]]","[0.20368333333333333, 0.6081458333333334, 0.18817083333333334]",IMG3318,0,3,0,0,0,16,0,16,2,3,Unknow
IMG3318_3,21.31932192,-52.91728035,"[[ 52.90572351  54.3873333   32.94918767]
 [115.27805848 112.29515029 107.12691517]
 [164.92995741 162.92076618 164.80419458]]","[0.5265833333333333, 0.30585833333333334, 0.16755833333333334]",IMG3318,0,6,0,15,0,16,0,16,2,3,Unknow
IMG3318_4,21.31932192,-52.91728035,"[[ 64.32935221  63.78097251  43.63843016]
 [134.72591997 130.78065449 127.18430889]
 [213.04290563 216.7963629  221.55924219]]","[0.5087166666666667, 0.4091708333333333, 0.0821125]",IMG3318,0,9,0,5,0,16,0,16,0,3,Unknow
IMG3318_5,21.31932192,-52.91728035,"[[136.62973808 132.85661311 131.82908861]
 [124.40294209 117.28092169 112.10526839]
 [ 87.96321591  80.88317757  75.93709561]]","[0.5877791666666666, 0.3774458333333333, 0.034775]",IMG3318,0,9,0,5,0,16,0,16,0,3,Unknow
IMG3319_1,3.019321919,25.58271965,"[[150.31367232 152.44392375 155.19969165]
 [117.17781241 115.5185605  110.65613488]
 [140.90681831 140.90474115 137.78048922]]","[0.6837416666666667, 0.28685, 0.029408333333333335]",IMG3319,0,5,0,3,1,8,1,8,6,5,bannister
IMG3319_2,3.019321919,25.58271965,"[[176.88268968 178.63061344 179.7386647 ]
 [130.10836162 123.22484193 117.28024897]
 [102.44367521  73.94246023  63.84402366]]","[0.19215416666666665, 0.7169333333333333, 0.0909125]",IMG3319,1,8,1,13,1,8,1,8,3,5,bannister
IMG3319_3,3.019321919,25.58271965,"[[195.89562492 196.6450796  194.92714053]
 [143.35226552 144.2627073  143.32499517]
 [102.91945104  87.7673997   70.274026  ]]","[0.6039958333333333, 0.16619166666666665, 0.2298125]",IMG3319,1,8,1,13,1,8,1,8,3,5,bannister
IMG3319_4,3.019321919,25.58271965,"[[ 96.7794953   81.07675296  64.00791508]
 [141.93501134 146.75946958 151.52048385]
 [121.68105527 114.54042135 103.23096326]]","[0.5584625, 0.2624625, 0.179075]",IMG3319,1,8,1,13,1,8,1,8,3,5,bannister
IMG3319_5,3.019321919,25.58271965,"[[ 91.70397721  70.71223398  59.4670892 ]
 [145.85114955 147.52970028 149.44436819]
 [123.33012272 106.16416884  84.16831536]]","[0.7044541666666667, 0.22415833333333332, 0.0713875]",IMG3319,0,5,0,3,1,8,1,8,7,5,bannister
IMG3320_1,53.81932192,2.78271965,"[[ 89.28569687  77.33682236  45.50157569]
 [151.55246943 153.95032705 124.91345151]
 [110.4592811  107.31213373  79.43696229]]","[0.4421125, 0.46970833333333334, 0.08817916666666667]",IMG3320,1,1,1,10,1,11,1,11,1,2,altar
IMG3320_2,53.81932192,2.78271965,"[[139.6356826  147.17271562 116.8781863 ]
 [125.68098791 110.83908515  72.19663052]
 [ 66.0044911   49.5010105   23.15345534]]","[0.1485125, 0.42891666666666667, 0.42257083333333334]",IMG3320,1,1,1,14,1,11,1,11,1,2,altar
IMG3320_3,53.81932192,2.78271965,"[[131.2431546  129.231087    99.44000835]
 [ 96.89520402  92.45052147  61.51415006]
 [173.46416179 176.62258729 154.59287573]]","[0.4230041666666667, 0.49992916666666665, 0.07706666666666667]",IMG3320,1,8,1,10,1,11,1,11,1,2,altar
IMG3320_4,53.81932192,2.78271965,"[[147.20476022 150.55498655 120.12943532]
 [ 89.3429869   66.63161851  32.75980682]
 [131.21614433 112.51721433  69.74791945]]","[0.33965, 0.26014166666666666, 0.40020833333333333]",IMG3320,1,0,1,6,1,11,1,11,1,2,altar
IMG3320_5,53.81932192,2.78271965,"[[146.49620534 146.47030628 117.04565192]
 [124.59527075 114.37218412  80.93980359]
 [ 95.91602111  71.5743797   36.44359773]]","[0.3239666666666667, 0.37965, 0.29638333333333333]",IMG3320,1,18,1,4,1,11,1,11,5,2,altar
IMG3321_1,22.31932192,1.58271965,"[[124.9483284  126.95213729 125.8164688 ]
 [205.67787024 208.0646576  212.74420331]
 [152.50963237 154.34050751 153.56573329]]","[0.3350708333333333, 0.29447083333333335, 0.37045833333333333]",IMG3321,0,7,0,3,1,18,1,18,7,5,window_screen
IMG3321_2,22.31932192,1.58271965,"[[143.58494152 148.7037037  152.92520712]
 [208.6177639  210.30788876 215.22949773]
 [116.96330237 114.54426938 109.814273  ]]","[0.058725, 0.3416375, 0.5996375]",IMG3321,0,7,0,13,1,18,1,18,7,5,window_screen
IMG3321_3,22.31932192,1.58271965,"[[118.80822833 113.65174444 103.72369026]
 [143.10645358 144.6456914  148.20246206]
 [ 91.9057187   77.57193796  57.88635809]]","[0.48052083333333334, 0.3073875, 0.21209166666666668]",IMG3321,1,8,1,13,1,18,1,18,3,5,window_screen
IMG3321_4,22.31932192,1.58271965,"[[154.47159446 158.40150198 163.60668011]
 [200.64096523 203.97627559 207.20441989]
 [141.32970312 144.08049871 146.55728894]]","[0.5891916666666667, 0.3595333333333333, 0.051275]",IMG3321,0,7,0,13,1,18,1,18,6,5,window_screen
IMG3321_5,22.31932192,1.58271965,"[[116.19141368  98.35633241  85.48494327]
 [146.05612077 147.38317317 147.84890241]
 [183.9170534  186.77767465 191.17601015]]","[0.797475, 0.13468333333333332, 0.06784166666666666]",IMG3321,1,7,1,13,1,18,1,18,7,5,window_screen
IMG3322_1,52.91932192,-62.81728035,"[[ 83.20389667  65.8037852   28.65664227]
 [138.81439029  98.05677863  52.08604965]
 [151.64375939 131.50355573  94.52503478]]","[0.17125, 0.453575, 0.375175]",IMG3322,1,8,1,10,1,8,1,8,3,9,Unknow
IMG3322_2,52.91932192,-62.81728035,"[[145.7476138  146.17790277 120.36845107]
 [ 99.8348553   79.73876089  45.96038213]
 [135.54811474 116.54229961  81.25025431]]","[0.11863333333333333, 0.24570833333333333, 0.6356583333333333]",IMG3322,1,8,1,13,1,8,1,8,3,9,Unknow
